料號	品名
1J0 959 455M *	風扇馬達
1J0 959 455M -	風扇馬達
1J0 959 455M /	風扇馬達
1J0 959 455M >	風扇馬達
1J0 959 455S +	風扇馬達
1J0 959 455S -	風扇馬達
1J0 959 654AG	安全氣囊線圈
1J0 959 753AG	搖控器
1J0 959 753AH	搖控器
1J0 959 753CH	搖控器-中控
1J0 965 561A	輔助水泵
1J0 965 561A *	輔助水泵
1J0 973 735	插頭
1J0 998 002A *	雨刷片組-軟式  119-319
1J0 998 275B	倒車雷達感知器
1J1 253 058GX	觸煤轉換器
1J1 253 058NX	觸煤轉換器
1J1 422 055A	動力方向機
1J1 422 055AJ	動力方向機
1J1 422 055BD	動力方向機
1J1 422 055BE	動力方向機-帶惰桿
1J1 422 055P	動力方向機
1J1 422 061S	動力方向機
1J1 422 061SX	動力方向機
1J1 422 061SX *	動力方向機
1J1 614 019S	煞車總泵-代油壺
1J1 614 106E +	煞車真空輔助泵
1J1 721 319	離合器踏板
1J1 721 388A *	離合器總泵
1J1 721 388A ~	離合器總泵
1J1 721 388C	離合器總泵
1J1 721 388G *	離合器總泵
1J1 721 465AJ	LINE
1J1 723 503S	油門踏板-電子式
1J1 819 021	鼓風機
1J1 819 021A *	鼓風機
1J1 819 021C -	鼓風機
1J1 819 031A	暖排
1J1 819 031A *	暖排
1J1 819 031A -	暖排
1J1 819 031A /	暖排
1J1 819 031B !	暖排
1J1 819 031B *	暖排
1J1 819 031B /	暖排
1J1 819 031B ~	暖排
1J1 819 703D 2AQ	冷氣出風口-左外
1J1 819 704D 2AQ	冷氣出風口-右外
1J1 820 005A	風箱總成
1J1 820 007	蒸發器
1J1 820 007  ZZ	蒸發器-含外殼-暇疵
1J1 820 007 -	蒸發器-不含外殼
1J1 820 007 /	蒸發器-不含外殼
1J1 820 007 ~	蒸發器-不含外殼-含膨脹閥
1J1 820 007A	蒸發器
1J1 823 533C  71N	引擎蓋拉柄
1J1 823 533C  9B9	引擎蓋拉柄-黑
1J1 823 533C  C81	引擎蓋拉柄-黑
1J1 823 533C B41	引擎蓋拉柄
1J1 857 121A 2QL	手套箱蓋板-黑
1J1 857 521C *	後視鏡片-左除霧廣角-藍
1J1 857 521C -	後視鏡片-左除霧廣角
1J1 857 521H ~	後視鏡片-左除霧廣角
1J1 857 522E ~	後視鏡片-右除霧-藍
1J1 880 261B 23F	安全氣囊蓋板-右
1J1 907 511A *	冷氣控制馬達-風向位置
1J1 907 511A /	冷氣控制馬達-內外氣
1J1 941 017B	大燈總成-左
1J1 941 017C	大燈總成-左
1J1 941 017C -	大燈總成-左
1J1 941 017P *	大燈總成-左-氙氣
1J1 941 018B	大燈總成-右
1J1 941 018P *	大燈總成-右-氙氣
1J1 955 410A	雨刷臂-右
1J1 955 425A	雨刷片-左-軟式
1J1 955 425A *	雨刷片-左-軟式
1J1 955 426A	雨刷片-右-軟式
1J1 955 603	雨刷桿支架
1J1 955 603B ~	雨刷桿支架
1J1 959 565C 01C	後視鏡調整開關
1J1 998 017N -	大燈總成組-黑底
1J2 253 058BX	觸煤轉換器
1J3 837 461D	升降機-電動左
1J3 837 461F	升降機-電動左
1J3 837 462D	升降機-電動右
1J3 837 462F	升降機-電動右
1J4 809 843A	葉子板-左後
1J4 831 055F	門總成-左前
1J4 831 056F	門總成-右前
1J4 837 431A  B41 ~	門框橡皮-左前
1J4 837 461D	升降機-電動左前
1J4 837 461F	升降機-電動左前
1J4 837 462D	升降機-電動右前
1J4 837 462F	升降機-電動右前
1J4 839 461C	升降機-電動左後
1J4 839 461F ~	升降機-電動左後
1J4 839 462C	升降機-電動右後
1J4 839 462F ~	升降機-電動右後
1J4 853 515  B41	車門飾條-左前
1J4 853 516  B41	車門飾條-右前
1J4 853 753  B41	車門飾條-左後
1J4 853 754  B41	車門飾條-右後
1J4 959 857B	電窗開關總成
1J5 253 609T	消音器-後段
1J5 805 903A B41	前下擾流板
1J5 807 183A	保桿側固定座-左前
1J5 807 184A	保桿側固定座-右前
1J5 807 217D GRU	保桿-前外
1J5 807 417A GRU	保桿-後
1J5 807 521  B41	後下擾流板
1J5 823 031A	引擎蓋
1J5 823 031A -	引擎蓋
1J5 823 031AX -	引擎蓋
1J5 827 425F	後箱連接片
1J5 827 505B	六角鎖-後箱
1J5 827 507	六角鎖扣-後箱蓋
1J5 839 461	升降機-電動左後
1J5 839 462	升降機-電動右後
1J5 853 601  FDY	VW 標誌-前
1J5 853 651ES  BLU	前柵總成-藍
1J5 853 651L  WHI	前柵總成-白
1J5 853 665B 01C	通風網-左
1J5 867 233B  2XP	A柱內飾板-左
1J5 867 365E FKL	防水橡皮-車門-左前
1J5 867 366D FKL	防水橡皮-車門-右前
1J5 867 367F FKL	防水橡皮-車門/左後
1J5 867 368F FKL	防水橡皮-車門/右後
1J5 941 017AD	大燈總成-左
1J5 941 017AE	大燈總成-左
1J5 941 017AE ZZ *	大燈總成-左-瑕疵
1J5 941 018AE	大燈總成-右
1J5 941 018AE *ZZ	大燈總成-右-暇疵
1J5 943 021A	牌照燈
1J5 945 095AA *X	尾燈-左
1J5 945 096N	尾燈-右
1J5 949 117	側燈-白
1J5 949 117A /	側燈-白
1J5 955 651	噴水馬達
1J5 955 651 -	噴水馬達
1J5 955 651 /	噴水馬達
1J6 807 421D /	保桿-後外
1J6 813 301C	後圍板
1J6 813 301F	後圍板
1J6 813 309A	後圍板-外/後中巴
1J6 827 439A	撐桿固定座
1J6 827 505B B41	後箱六角鎖
1J6 833 055F  XX	車門總成-左後-中古
1J6 853 630B FCS	VW 標誌-後
1J6 867 815A  B41	緩衝橡皮
1J6 943 021	牌照燈
1J6 955 427	雨刷片-後
1J6 955 427 -	雨刷片-後
1J6 955 651	噴水馬達
1J6 955 651 *	噴水馬達
1J6 955 651 +	噴水馬達
1J6 955 651 -	噴水馬達
1J6 955 711C	雨刷馬達-後
1JE 898 099	升降機修包-電動左
1JM 898 461	升降機修包-電動左前
1JM 898 462	升降機修包-電動右前
1K0 010 328J	貼紙-134A
1K0 035 507	天線總成-車頂
1K0 121 051H	水管-下
1K0 121 051J	水管-下
1K0 121 058AB	水管-ATF冷卻器>鐵管
1K0 121 073FS -	水管-暖排>水管接頭/ATF冷卻器
1K0 121 096T ~	水管-ATF冷卻器>水管接頭
1K0 121 109AN	水管
1K0 121 157BR	水管-暖排>水管接頭
1K0 121 205AA 9B9	風扇架
1K0 121 205AB  9B9	風扇架
1K0 121 205AD 9B9	風扇架
1K0 121 205AJ 9B9	風扇架
1K0 121 205G  9B9	風扇架
1K0 121 212B	輔助水箱
1K0 121 251AL	水箱
1K0 121 251AT	水箱
1K0 121 251BK	水箱
1K0 121 251BL	水箱
1K0 121 251BR	水箱
1K0 121 251BR !	水箱
1K0 121 251BR /	水箱
1K0 121 251CJ -	水箱
1K0 121 251CJ /	水箱
1K0 121 251DL	水箱
1K0 121 251DL -	水箱
1K0 121 251DM	水箱
1K0 121 251DN	水箱
1K0 121 251DP	水箱
1K0 121 251E	水箱
1K0 121 251EH	水箱
1K0 121 251K	水箱
1K0 121 251N	水箱
1K0 121 251P	水箱
1K0 121 251R	水箱
1K0 121 253AA +	水箱
1K0 121 253AB	水箱
1K0 121 253H	水箱
1K0 121 253H -	水箱
1K0 121 253K	水箱
1K0 121 253L	水箱
1K0 121 367D	水箱固定橡皮-上兩側
1K0 121 367P ~	水箱固定橡皮-上兩側
1K0 121 407A	副水筒
1K0 121 407A /	副水筒
1K0 121 407A ~	副水筒
1K0 121 447AM	水管
1K0 122 051AK	水管-下
1K0 122 051BC	水管-下
1K0 122 051CM	水管-下
1K0 122 051GC	水管-下
1K0 122 051N	水管-下
1K0 122 063D	水管
1K0 122 073DD	水管-暖氣箱
1K0 122 101BL	水管-上
1K0 122 101GE	水管-上
1K0 122 101HC	水管-上
1K0 122 101HN	水管-上
1K0 122 109AA	水管-副水筒>鐵管
1K0 122 109AB	水管-副水筒>鐵管
1K0 122 109BE	水管-副水筒>鐵管
1K0 122 109BK	水管
1K0 122 157AN	水管
1K0 122 157B	水管
1K0 122 157DT	水管
1K0 122 291C ~	水管接頭
1K0 122 291K	水管接頭-下水管
1K0 122 447AD	水管
1K0 122 447BG	水管-副筒>節流閥
1K0 122 447CD	水管-水管接頭
1K0 122 447DC	水管
1K0 122 447DH	水管
1K0 122 447DT	水管
1K0 122 447FB	水管
1K0 127 400J	燃油濾清器總成-柴油
1K0 127 434	汽油杯-柴油
1K0 127 434B /	燃油濾清器-柴油
1K0 129 618AH	進氣管
1K0 129 618AT	進氣管
1K0 129 620D *	空氣芯
1K0 129 620D +	空氣芯
1K0 129 620D -	空氣芯
1K0 129 620D .	空氣芯
1K0 129 620D ~	空氣芯
1K0 129 654AA	進氣管-接渦輪
1K0 129 654AR	進氣管-接渦輪
1K0 129 684AE +	進氣管
1K0 129 684E	進氣管
1K0 130 307BC	汽油管
1K0 145 762S	通氣管-渦輪-鋁管
1K0 145 770B	通氣管-渦輪
1K0 145 770R	通氣管-渦輪
1K0 145 790C #	通氣管-渦輪
1K0 145 803A	渦輪增壓散熱器
1K0 145 803AF	渦輪增壓散熱器
1K0 145 803AK	渦輪增壓散熱器
1K0 145 803BE	渦輪增壓散熱器
1K0 145 803BM	渦輪增壓散熱器
1K0 145 803BP	渦輪增壓散熱器
1K0 145 803E	渦輪增壓散熱器
1K0 145 803F	渦輪增壓散熱器
1K0 145 803L	渦輪增壓散熱器
1K0 145 803P *	渦輪增壓散熱器
1K0 145 803S	渦輪增壓散熱器
1K0 145 803S *	渦輪增壓散熱器
1K0 145 803T	渦輪增壓散熱器
1K0 145 828AC -	通氣管-渦輪
1K0 145 828D	通氣管-渦輪
1K0 145 828F	通氣管-渦輪
1K0 145 832AC #	通氣管-渦輪冷卻器-下
1K0 145 832AD	通氣管-渦輪冷卻器-下
1K0 145 832AS #	通氣管-渦輪冷卻器-下
1K0 145 832J	通氣管-渦輪冷卻器-下
1K0 145 834AN	通氣管-渦輪
1K0 145 834BD #	通氣管-渦輪
1K0 145 834H	通氣管-冷卻器>
1K0 145 834L #	通氣管-渦輪冷卻器
1K0 145 834N	通氣管-冷卻器>
1K0 145 838N #	空氣管
1K0 145 840K	通氣管-渦輪
1K0 145 840R	通氣管-渦輪
1K0 199 117BQ	引擎腳支架-左
1K0 199 231G	三角架支架-左
1K0 199 231G -	三角架支架-左
1K0 199 232G	三角架支架-右
1K0 199 232G -	三角架支架-右
1K0 199 262AC	引擎腳-右
1K0 199 262AE	引擎腳-右
1K0 199 262AR +	引擎腳-右
1K0 199 262AS	引擎腳-右
1K0 199 262AS +	引擎腳-右
1K0 199 262AT	引擎腳-右
1K0 199 262AT *	引擎腳-右
1K0 199 262CE	引擎腳-右
1K0 199 262CE +	引擎腳-右
1K0 199 262CG +	引擎腳-右
1K0 199 262CN +	引擎腳-右
1K0 199 262K *	引擎腳-右
1K0 199 262L +	引擎腳-右
1K0 199 262M *	引擎腳-右
1K0 199 262M +	引擎腳-右
1K0 199 262M ~	引擎腳-右
1K0 199 262P *	引擎腳-右
1K0 199 262P +	引擎腳-右
1K0 199 296E	工字樑支架-右
1K0 199 296F	工字樑支架-右
1K0 199 313N	工字樑
1K0 199 555AC +	引擎腳-左
1K0 199 555N +	引擎腳-左
1K0 199 555Q +	引擎腳-左
1K0 199 555R +	引擎腳-左
1K0 199 855AE	引擎腳-後
1K0 199 855AE +	引擎腳-後
1K0 199 855AF	引擎腳-後
1K0 199 855AP	引擎腳-後
1K0 199 855BF	引擎腳-後
1K0 199 855L	引擎腳-後
1K0 199 855L -	引擎腳-後
1K0 199 855M	引擎腳-後
1K0 199 855N	引擎腳-後
1K0 199 867	工字樑上襯套-下
1K0 199 867 +	工字樑上襯套-下
1K0 199 867 -	工字樑上襯套-下
1K0 199 867A	工字樑下襯套
1K0 199 867A *	工字樑下襯套-下
1K0 199 867A -	工字樑下襯套-下
1K0 199 867B	工字樑下襯套-下
1K0 199 867B *	工字樑下襯套-下
1K0 199 867B +	工字樑下襯套-下
1K0 199 867B -	工字樑下襯套-下
1K0 199 868	工字樑上襯套-上
1K0 199 868 +	工字樑上襯套-上
1K0 199 868 -	工字樑上襯套-上
1K0 199 868A	工字樑上襯套
1K0 199 868A *	工字樑上襯套-上
1K0 199 868A +	工字樑上襯套-上
1K0 199 868A -	工字樑上襯套-上
1K0 199 868C	工字樑上襯套-上
1K0 199 868C *	工字樑上襯套-上
1K0 199 868C -	工字樑上襯套-上
1K0 201 051C	汽油杯
1K0 201 051C +	燃油芯-汽油-6.4BAR
1K0 201 051C -	燃油濾清器-汽油-6.4BAR
1K0 201 051C ~	燃油濾清器-汽油-6.4BAR
1K0 201 051C ~1	燃油濾清器-汽油-6.4BAR
1K0 201 051K /	燃油芯-汽油-6.4BAR
1K0 201 051K ~	燃油芯-汽油-6.4BAR
1K0 201 160BG ~	活性碳罐通氣管
1K0 201 160D	活性碳罐通氣管
1K0 201 550AG	油箱蓋
1K0 201 550H	油箱蓋
1K0 201 550S	油箱蓋
1K0 201 797A	活性碳罐
1K0 201 797AB	活性碳罐
1K0 201 797AE	活性碳罐
1K0 201 797R	活性碳罐
1K0 253 115K	排氣管墊片
1K0 253 141A	排氣管接管-後
1K0 253 141B	排氣管接管-中
1K0 253 141C	排氣管接管
1K0 253 141D	排氣管接管-中
1K0 253 141M	排氣管接管-中
1K0 253 144AD	吊耳
1K0 298 403	乾燥筒
1K0 298 403 /	乾燥筒
1K0 298 403A *	乾燥筒
1K0 298 403A -1	乾燥包
1K0 298 403A /	乾燥筒
1K0 407 151AA	三角架-左
1K0 407 151AA /	三角架-左
1K0 407 151AB	三角架-左
1K0 407 151AK	三角架-左
1K0 407 151BC S-	三角架-左-含和尚頭
1K0 407 151BG	三角架-左
1K0 407 151M	三角架-左
1K0 407 151P	三角架-左
1K0 407 151Q	三角架-左
1K0 407 151R	三角架-左
1K0 407 152AA	三角架-右
1K0 407 152AA *	三角架-右
1K0 407 152AA /	三角架-右
1K0 407 152AB	三角架-右
1K0 407 152AK	三角架-右
1K0 407 152BC S-	三角架-右-含和尚頭
1K0 407 152BG	三角架-右
1K0 407 152M	三角架-右
1K0 407 152P	三角架-右
1K0 407 255AA ~	羊角-左前輪
1K0 407 255N	羊角-左前輪
1K0 407 255T ~	羊角-左前輪
1K0 407 256AA ~	羊角-右前輪
1K0 407 256N	羊角-右前輪
1K0 407 256T ~	羊角-右前輪
1K0 407 271EG	傳動軸-左
1K0 407 272BM	傳動軸-右
1K0 407 272KB * ZZ	傳動軸-右-中古
1K0 407 283	防塵套-內半軸
1K0 407 451KX	傳動軸-左
1K0 407 451PX	傳動軸-左
1K0 407 451QX	傳動軸-左
1K0 407 451TX	傳動軸-左
1K0 407 452QX	傳動軸-右
1K0 407 453X	傳動軸-左
1K0 407 454EX	傳動軸-右
1K0 407 454HX	傳動軸-右
1K0 407 454LX	傳動軸-右
1K0 407 454NX	傳動軸-右
1K0 407 454PX	傳動軸-右
1K0 407 454TX	傳動軸-右
1K0 407 762AX	傳動軸-右
1K0 407 762HX	傳動軸-右
1K0 407 764BX	傳動軸-右
1K0 411 303AK	平衡桿
1K0 411 303BJ /	平衡桿
1K0 411 303R	平衡桿
1K0 411 315D	平衡桿接頭
1K0 411 315D *	平衡桿接頭
1K0 411 315D -	平衡桿接頭
1K0 411 315J	平衡桿接頭
1K0 411 315K	平衡桿接頭
1K0 411 315K *	平衡桿接頭
1K0 411 315K ~	平衡桿接頭
1K0 411 315P	平衡桿接頭
1K0 411 315R	平衡桿接頭
1K0 412 249B	避震器軸承
1K0 412 303F *	避震器橡皮-前
1K0 412 331B *1	避震器上座-前
1K0 412 331B +	避震器上座-前
1K0 412 331B ~	避震器上座-前
1K0 423 811E *	和尚頭-惰桿左
1K0 423 811G *	和尚頭-惰桿左
1K0 423 811G /	和尚頭-惰桿左
1K0 423 812E *	和尚頭-惰桿右
1K0 423 812G	和尚頭-惰桿右
1K0 423 812G *	和尚頭-惰桿右
1K0 423 812G /	和尚頭-惰桿右
1K0 423 831A	方向機防塵套
1K0 498 099 X	外半軸修理包
1K0 498 099B /	外半軸修理包
1K0 498 099BX	外半軸修理包
1K0 498 103A +	內半軸修包-L/R
1K0 498 103AX	內半軸修包-L/R
1K0 498 103CX	內半軸修包
1K0 498 201	防塵套修包-內半軸
1K0 498 201A	防塵套修包-內半軸
1K0 498 201C	防塵套修包-內半軸
1K0 498 201H	防塵套修包-內半軸
1K0 498 201H *	防塵套修包-內半軸
1K0 498 203	防塵套修包-外半軸
1K0 498 203D	防塵套修包-外半軸
1K0 498 621	前輪軸承-代哈扶
1K0 498 621 -	前輪軸承-代哈扶
1K0 498 621 /	前輪軸承-代哈扶
1K0 498 621 ~	前輪軸承-代哈扶
1K0 501 204A	傳動軸-後-R
1K0 501 529J	三角架拉桿-後-L/R
1K0 501 529J -	三角架拉桿-後-L/R
1K0 501 530C XX	三角架拉桿-後右-中古
1K0 505 129J	後樑支架-左
1K0 505 129J XX	後樑支架-左-中古
1K0 505 130J	後樑支架-右
1K0 505 130J XX	後樑支架-右-中古
1K0 505 223K XX	後樑搖臂桿-左-中古
1K0 505 223K ~	後樑搖臂桿-左
1K0 505 224K XX	後樑搖臂桿-右-中古
1K0 505 224K ~	後樑搖臂桿-右
1K0 505 235N	工字樑-後
1K0 505 311AA	三角架-後下
1K0 505 311AB XX	三角架-後下-中古
1K0 505 311AB ~	三角架-後下
1K0 505 311S	三角架-後下
1K0 505 315BA	工字樑-後
1K0 505 315BF XX	工字樑-後-中古
1K0 505 323H	三角架-後下-左/右
1K0 505 323N	三角架-後下-左/右
1K0 505 323N *	三角架-後下-左/右
1K0 505 323N XX	三角架-後下-左/右-中古
1K0 505 323N ~	三角架-後下-左/右
1K0 505 435AE ~	後輪羊角/軸承座-左
1K0 505 435N	後輪軸承座-左
1K0 505 435N XX	後輪羊角/軸承座-左-中古
1K0 505 436AE ~	後輪羊角/軸承座-右
1K0 505 436N	後輪軸承座-右
1K0 505 436N XX	後輪羊角/軸承座-右-中古
1K0 505 465AA #	平衡桿接頭-後-L/R
1K0 505 465K	平衡桿接頭-後-L/R
1K0 505 465K XX	平衡桿接頭-後-L/R-中古
1K0 505 553A -	後輪羊角鐵套
1K0 511 115EC XX	避震器彈簧-後-中古
1K0 511 409CB XX	平衡桿-後-中古
1K0 512 149B ~	避震器彈簧橡皮-後上
1K0 512 297C	避震器下座-後
1K0 513 029CE	避震器-後
1K0 513 029FB -	避震器-後
1K0 513 029GP XX	避震器-後-中古
1K0 513 029HB	避震器-後
1K0 513 029HD	避震器-後
1K0 513 029HE	避震器-後
1K0 513 353G +	後避上座
1K0 513 353G XX	後避上座-中古
1K0 513 353H +	後避上座-橢圓
1K0 513 353R +	後避上座
1K0 513 425D ~	避震器防塵套-後
1K0 598 611	後輪軸承-代哈扶
1K0 609 721AT	手煞車線
1K0 609 721BE *	手煞車線
1K0 609 721S	手煞車線
1K0 609 721T	手煞車線
1K0 611 701B	煞車軟管-前
1K0 611 701M	煞車軟管-前
1K0 611 775A	煞車軟管-後
1K0 612 041CC	真空管-煞車氣泵
1K0 612 041CH	真空管-煞車氣泵
1K0 612 041CJ	真空管-煞車氣泵
1K0 612 041DL	真空管-煞車氣泵
1K0 612 041DM	真空管-煞車氣泵
1K0 612 041ET	真空管-煞車氣泵
1K0 612 041GN	真空管-煞車氣泵
1K0 615 123FS  XX	煞車分泵-左前-代架-中古
1K0 615 123G	煞車分泵-左前
1K0 615 124FS  XX	煞車分泵-右前-代架-中古
1K0 615 124G	煞車分泵-右前
1K0 615 273A	螺絲閥-前剎車分泵
1K0 615 301AA	煞車盤-前
1K0 615 301AA !	煞車盤-前
1K0 615 301AA -	煞車盤-前
1K0 615 301AA ~	煞車盤-前
1K0 615 301AC	煞車盤-前
1K0 615 301AC -	煞車盤-前
1K0 615 301AD	煞車盤-前
1K0 615 301AD !	煞車盤-前
1K0 615 301AD *	煞車盤-前
1K0 615 301AJ	煞車盤-前
1K0 615 301AJ *	煞車盤-前
1K0 615 301AJ +	煞車盤-前
1K0 615 301AK !	煞車盤-前
1K0 615 301M	煞車盤-前
1K0 615 301S !	煞車盤-前
1K0 615 301S +	煞車盤-前
1K0 615 301S -	煞車盤-前
1K0 615 301T	煞車盤-前
1K0 615 301T !	煞車盤-前
1K0 615 423M -	煞車分泵-後左
1K0 615 424M -	煞車分泵-後右
1K0 615 425J	煞車分泵架-後
1K0 615 425K	煞車分泵架-後左
1K0 615 425S XX	煞車分泵架-後-紅-中古
1K0 615 426C	煞車分泵架-後右
1K0 615 601AA !	煞車盤-後
1K0 615 601K	煞車盤-後
1K0 615 601K !	煞車盤-後
1K0 615 601K +	煞車盤-後
1K0 615 601K -	煞車盤-後
1K0 615 601L -	煞車盤-後
1K0 615 601M	煞車盤-後
1K0 615 601M !	煞車盤-後
1K0 698 151	來令片組-前
1K0 698 151 !	來令片組-前
1K0 698 151A	來令片組-前
1K0 698 151A +	來令片組-前
1K0 698 151B	來令片組-前
1K0 698 151E #	來令片組-前
1K0 698 151E .	來令片組-前
1K0 698 151F	來令片組-前
1K0 698 151F #	來令片組-前
1K0 698 301AK !	煞車盤組-前-*2
1K0 698 301T !	煞車盤組-前-*2
1K0 698 451C	來令片組-後
1K0 698 451D	來令片組-後
1K0 698 451D .	來令片組-後
1K0 698 451E	來令片組-後
1K0 698 451G	來令片組-後
1K0 698 451J	來令片組-後
1K0 698 451J #	來令片組-後
1K0 698 451P	來令片組-後
1K0 698 601AA !	煞車盤組-後-*2
1K0 713 187  9B9	排檔桿滑片
1K0 721 388AB	離合器總泵
1K0 721 388AB -	離合器總泵
1K0 721 388G	離合器總泵
1K0 723 131	踏板橡皮-自排
1K0 805 588D	水箱架
1K0 805 588G	水箱架
1K0 805 588H	水箱架
1K0 805 588K	水箱架
1K0 805 588M	水箱架
1K0 805 588N	水箱架
1K0 805 588T *	水箱架
1K0 805 903A  9B9 *	前下擾流板
1K0 805 903F GRU	前下擾流板
1K0 805 903H  9B9 ZZ	前下擾流板-瑕疵
1K0 805 911B	擋泥板-左前內龜前下
1K0 805 911D	擋泥板-左前內龜前下
1K0 805 912A	擋泥板-右前內龜前下
1K0 805 912B	擋泥板-右前內龜前下
1K0 805 915   9B9	前下擾流板接板
1K0 805 962A  9B9	集風板
1K0 805 962D	集風板
1K0 805 965C	集風板蓋板
1K0 805 965J 9B9 ZZ	集風板蓋-暇疵
1K0 805 977A	擋泥板-左前內龜
1K0 805 978A	擋泥板-右前內龜
1K0 807 093A	保桿下樑-前
1K0 807 093B	保桿下樑-前
1K0 807 183 ~	保桿側固定座-左前
1K0 807 217   GRU	保桿-前外
1K0 807 217D  GRU	保桿-前外
1K0 807 217E  GRU	保桿-前外
1K0 807 217F  GRU *	保桿-前外
1K0 807 248	保桿緩衝墊-前
1K0 807 285C  9B9	牌照板-前 (小)
1K0 807 305B	保桿內鐵-後
1K0 807 655A  GRU *	保桿飾條-左-要烤漆
1K0 807 889B ~	保桿支架-左前
1K0 810 972C	擋泥板-右前內龜
1K0 819 031BS	暖排總成-帶管
1K0 819 644A	空調濾芯
1K0 819 644B #	空調濾芯
1K0 819 644B -	空調濾芯
1K0 819 644B /	空調濾芯
1K0 819 728E  1QA	冷氣出風口-中
1K0 819 728J  1QB	冷氣出風口-中
1K0 820 411AH -	冷排
1K0 820 411G	冷排
1K0 820 411H	冷排
1K0 820 411P	冷排
1K0 820 411Q	冷排
1K0 820 411Q -	冷排
1K0 820 411Q ~	冷排
1K0 820 679  Z	膨脹閥
1K0 820 679 ~	膨脹閥
1K0 820 721AE	冷氣管-冷>壓
1K0 820 721AR	冷氣管-冷>壓
1K0 820 721BE ~	冷氣管-冷>壓
1K0 820 721G	冷氣管-冷>壓
1K0 820 741AB	冷氣管-冷>蒸
1K0 820 741AF	冷氣管-冷>蒸
1K0 820 741BA ~	冷氣管-冷>蒸
1K0 820 741Q	冷氣管-冷>蒸
1K0 820 741T	冷氣管-冷>蒸
1K0 820 803H	壓縮機總成
1K0 820 803N	壓縮機總成
1K0 820 803N *	壓縮機總成
1K0 820 803Q	壓縮機總成
1K0 820 859C	壓縮機總成
1K0 820 859FZ	壓縮機總成
1K0 823 031B	引擎蓋
1K0 823 031E	引擎蓋
1K0 823 031F	引擎蓋
1K0 823 031G	引擎蓋
1K0 823 031J  XX	引擎蓋
1K0 823 301B	引擎蓋後鈕-左
1K0 823 301C	引擎蓋後鈕-左
1K0 823 302B	引擎蓋後鈕-右
1K0 823 302C	引擎蓋後鈕-右
1K0 823 359A ~	撐桿-引擎蓋
1K0 825 201AC	底盤護板-左
1K0 825 201H	底盤護板-左
1K0 825 201M	底盤護板-左
1K0 825 202AF	底盤護板-右
1K0 825 202AG	底盤護板-右
1K0 825 202BF	底盤護板-右
1K0 825 202R	底盤護板-右
1K0 825 235AB	引擎下護板
1K0 825 235Q	引擎下護板
1K0 825 237J	引擎下護板
1K0 825 237L	引擎下護板
1K0 827 469D	後箱鎖
1K0 827 469E  ULM	後箱鎖
1K0 827 469F  ULM	後箱鎖
1K0 831 307D	車門擋板-左前
1K0 831 307F	車門皮側邊固定板-前-左
1K0 831 308D	車門擋板-前
1K0 831 308F	車門擋板-右前
1K0 831 401J	車門後扭-前左上
1K0 831 401L	車門後扭-前左上
1K0 831 402J	車門後扭-前右上
1K0 831 402L	車門後扭-前右上
1K0 831 411K	車門後扭-前左下
1K0 831 411P	車門後扭-前左下
1K0 837 885	內把手座-左前
1K0 837 886	內把手座-右前
1K0 853 437B  Y20	AIRBAG銘板-A柱
1K0 853 651M 3Q7 ZZ	前柵-鋁-暇疵
1K0 853 665B /	通風網-左
1K0 853 665C  9B9 ZZ	通風網-左-受損
