料號,廠牌,副廠料號,品名
101 905 631C *,BOSCH,,火星塞-FR6KPP332S
101 905 631F *,BOSCH,,火星塞-FR7KPP332U
101 905 631G,VW,,火星塞-FR5KPP332S
105 739,SACHS,,避震器-後
105 740,SACHS,,避震器-後
105 776,SACHS,,避震器-後
105 782,SACHS,,避震器-後
105 807,SACHS,,避震器-後
105 822,SACHS,,避震器-後
107 201 551FG,VW,,油箱蓋
107 827 297FE,VW,,後箱鎖
107 837 063CB,VW,,引擎鎖仁-VIN
107 837 063NC,VW,,引擎鎖仁-VIN
107 837 167 KM,VW,,車門鎖仁
107 837 167CL,VW,,車門鎖仁
107 837 167EN,VW,,車門鎖仁
107 837 167GH,VW,,車門鎖仁
107 837 167GM,VW,,車門鎖仁
107 837 167JG,VW,,車門鎖仁
107 837 167KA,VW,,車門鎖仁
107 837 168JA,VW,,車門鎖仁-右
107 837 168KA,VW,,車門鎖仁-右
107 837 217EA,VW,,鎖仁-外把手
107 857 113JC,VW,,手套箱鎖
107 905 855CF,VW,,引擎鎖仁-VIN
108-312,SWF,,雨刷臂
10A 839 015B,SKODA,,六角鎖-左後門
10A 839 016B,SKODA,,六角鎖-右後門
10B 837 015B,SKODA,,六角鎖-左前門
10B 837 016B,SKODA,,六角鎖-右前門
10B 857 507H  9B9,VW,,後視鏡座-左電動
10B 857 507K  9B9,VW,,後視鏡座-左電動
10B 857 507L  9B9,VW,,後視鏡座-左電動
10B 857 508   9B9,VW,,後視鏡座-右電動
10B 857 508B  9B9,VW,,後視鏡座-右電動
10B 857 508C  9B9,VW,,後視鏡座-右電動
10B 857 508H  9B9,VW,,後視鏡座-右電動
10B 857 508K  9B9,VW,,後視鏡座-右電動
10B 857 508L  9B9,VW,,後視鏡座-右電動
10C 857 507H  9B9,VW,,後視鏡座-左電動
10C 857 507K  9B9,VW,,後視鏡座-左電動
10C 857 507L  9B9,VW,,後視鏡座總成-左電動
10C 857 508B  9B9,VW,,後視鏡座-右電動
10C 857 508H  9B9,VW,,後視鏡座-右電動
10C 857 508K  9B9,VW,,後視鏡座-右電動
10C 857 508L  9B9,VW,,後視鏡座總成-右電動
11 42 7 673 541 -,MAHLE,,機油芯
11 42 7 721 779 -,MAHLE,,機油芯
111 105 313A,VW,,曲軸軸承-針狀
111 105 313A *,LUK,,曲軸軸承-針狀
111 115 107BK *,FEBI,,機油泵總成
111 115 107BK /,JP,,機油泵總成
111 115 131B,VW,,機油泵墊片
111 115 161,VW,,螺帽
111 198 541 /,GLYCO,,偏心軸波司
111 298 051,VW,,排氣管墊片
111 405 661,VW,,墊片-前輪軸承
111 501 157B,FEBI,,束子-外半軸
111 601 171,VW,,輪圈蓋
111 807 193,VW,,保稈支架橡皮
111 827 705,VW,,防水橡皮-後蓋
111 831 721D,VW,,防水橡皮-左門
111 831 722D,VW,,防水橡皮-右門
111 837 321D,VW,,車門飾條-左外
111 837 322D,VW,,車門飾條-右外
111 845 465,VW,,前小窗膠條-直條 *2PCS
111 845 625B,VW,,左前小窗膠條
111 845 626B,VW,,右前小窗膠條
111 845 722D,VW,,防水膠條-右門
111 853 585C,VW,,扣子-飾條 * 36PCS
111 905 851N,VW,,引擎鎖座
111 905 865L,VW,,引擎鎖開關
111 905 865L -,FEBI,,引擎鎖開關
111 905 865L /,TOPRAN,,引擎鎖開關
111 919 243,VW,,儀錶燈泡
111 941 191,VW,,大燈飾條 *2
111 941 193E,VW,,方向燈固定膠條  *2
111 941 583,VW,,繼電器
111 943 191E,VW,,牌照燈固定膠條
111 945 191A,VW,,尾燈膠條
111 953 631,VW,,插頭座
111 957 855B,VW,,橡皮墊-里程線
111 971 941,VW,,端子
1114401910,JP,,水管組-供/回
11250,MONROE,,避震器-前
113 101 403A,KS,,汽門導管-進汽
113 101 417A,VW,,汽門導管-排汽
113 101 475B,VW,,汽門室蓋
113 101 481F *,ELRING,,汽門蓋墊片
113 101 483D,VW,,汽門蓋墊片
113 105 209,VW,,正時齒輪-曲軸
113 105 701,VW,,小波司
113 105 701 *,KS,,小波司組
113 105 707 *,KS,,小波司組-加大0.25
113 109 345A,VW,,導管密封圈-汽門頂桿
113 117 021,VW,,機油冷卻器
113 129 620,BOSCH,,空氣芯-S9076
113 141 176,VW,,墊片
113 201 539,VW,,塞子
113 301 155,FEBI,,銅套-起動馬達
113 311 113A,DHP,,油封
113 311 113A *,ELRING,,油封
113 501 327,VW,,墊片-內半軸
113 517 185C,VW,,軸承
113 517 185C *,SKF,,軸承
113 517 279,VW,,C型環
113 609 163,VW,,後來令片撿查孔塞
113 711 141D,VW,,排檔頭
113 821 707,VW,,葉子板膠條 * 4PCS
113 823 731B,VW,,引擎蓋膠條-直
113 845 321D,VW,,後窗膠條-左
113 845 322D,VW,,後窗膠條-右
113 845 521J,VW,,後擋膠條
113 881 633E 01C,VW,,座椅拉柄
113 898 031,VW,,車身飾條組.鍍鉻-7 PCS
113 905 207C,VW,,分電盤蓋
113 905 207C *,BREMI,,分電盤蓋
113 919 131A,VW,,O型環-汽油泵蓋下
113 941 039,VW,,大燈
113 945 515H,VW,,煞車燈開關
113 945 515H *,HELLA,,煞車燈開關
113 947 561H,VW,,室內燈開關-前/中門
113 947 565A,VW,,室內燈開關防塵套-中門
113 953 041J,VW,,方向燈-左前
113 953 042N,VW,,方向燈-右前
113 955 455,VW,,雨刷噴水筒蓋
113 955 975B,VW,,水管接頭-T型
113 955 975C,VW,,單向閥-噴水系
114 111 0002,T4-P,,保桿-前
114 112 0001,T4,,VW標誌-前
114 115 0001,T4,,集風罩-左
114 115 0100,T4,,前柵總成
114 125 001 01,VW,,大燈總成-左
114 125 001 02,VW,,大燈總成-右
114 125 0120,T4,,大燈總成-L+R/氙氣
115 158,SACHS,,避震器-前
115-712,SWF,,"雨刷片橡皮-24""-*2"
119-020,SWF,,"雨刷片-軟式-20"""
119-021,SWF,,"雨刷片-軟式-21"""
119-022,SWF,,"雨刷片-軟式-22"""
119.743,SWF,,"雨刷片組-軟式-22+21"""
11A 827 506A,VW,,六角鎖-後
11A 837 701A,VW,,防水橡皮-前-左/右
12 12 7 726 112,BMW,,火星塞
12317690571,CONTI,,皮帶-冷氣
12547,,,壓縮機可變氣門閥
12547 -,,,壓縮機可變氣門閥
12E 010 001G,VW,,貼紙
12E 611 817,VW,,煞車油壺橡皮
12E 810 429,VW,,內龜擋泥板固定座-左後
12E 810 430,VW,,內龜擋泥板固定座-右後
12E 810 969A,VW,,內龜擋泥板-左後
12E 810 970A,VW,,內龜擋泥板-右後
13 71 7 630 911 -,MAHLE,,空氣芯
13 71 7 672 552 *,MANN,,空氣芯
13 71 7 726 799 -,MAHLE,,空氣芯
13.0441-4408.2,ATE,,分泵修理包
133 412 365,VW,,避震器螺絲
133 955 261,VW,,雨刷臂座橡皮墊
133 955 435,VW,,雨刷臂蓋-前
14B 823 633,VW,,引擎蓋拉柄固定座
15-104311,BILSTEIN,,避震器-後
151 845 121C,VW,,前擋膠條
155 129 627,VW,,進氣管
155 201 551,VW,,油箱蓋
155 253 115,VW,,排氣管墊片
155 253 115 *,ELRING,,排氣管墊片
155 422 803,VW,,惰桿總成
155 612 107A,VW,,煞車真空輔助泵
155 612 107A *,FAG,,煞車真空輔助泵
155 805 591B,VW,,水箱架
155 805 595A,VW,,前下巴
155 807 103A  GRU,VW,,保桿總成-前
155 807 217C GRU,VW,,保桿-前外
155 807 417A  GRU,VW,,保桿-後外
155 820 415,VW,,拖比蓋板
155 820 415A,VW,,拖比蓋板
155 821 021A,VW,,葉子板-左前
155 821 022A,VW,,葉子板-右前
155 823 031,VW,,引擎蓋
155 827 550B -,FEBI,,撐桿-後箱蓋
155 837 401A,VW,,升降機-手動左前 ( 敞蓬)
155 837 402A,VW,,升降機-手動右前 (敞蓬)
155 837 411B,VW,,玻璃導槽支架-左前
155 837 412B,VW,,玻璃導槽支架-右前
155 837 461,VW,,升降機-電動左
155 837 462,VW,,升降機-電動右
155 837 473C,VW,,外水切-前-左
155 837 474B,VW,,外水切-前-右
155 837 475C,VW,,內水切
155 837 605A,VW,,三角玻璃框架-左
155 837 606A,VW,,三角玻璃框架-右
155 847 329C,VW,,防水橡皮
155 847 329F,VW,,防水橡皮
155 847 330C,VW,,防水橡皮
155 847 330F,VW,,防水橡皮
155 847 347,VW,,蓋板-左
155 847 348,VW,,蓋板-右
155 853 125,VW,,前柵飾蓋-左
155 853 126,VW,,前柵飾蓋-右
155 853 283A,VW,,外水切-前-左
155 853 284A,VW,,外水切-前-右
155 853 325A,VW,,A柱飾條-左
155 853 326A,VW,,A柱飾條-右
155 853 349,VW,,外水切接板
155 853 585,VW,,扣子
155 853 653A,VW,,前柵
155 853 653B  EPG,VW,,前柵
155 853 705A,VW,,A柱飾條-左
155 853 706A,VW,,A柱飾條-右
155 853 718B  GRU,VW,,輪弧-右前
155 853 901,VW,,葉子板標誌
155 867 243   GF9,VW,,儀錶框
155 871 049,VW,,固定板-頂蓬
155 871 349C,VW,,頂蓬前緣橡皮
155 871 356D,VW,,橡皮固定飾板
155 871 358E,VW,,防水橡皮
155 871 361D,VW,,防水橡皮
155 871 413A  01C,VW,,左後邊蓋板
155 905 851,SWF,,引擎鎖座
155 905 851 *,FEBI,,引擎鎖座
155 905 851A,VW,,引擎鎖座
155 919 059B,VW,,儀錶線路板
155 927 353A,VW,,電磁閥-排擋控制
155 941 784,VW,,霧燈-右
155 945 131,VW,,第三煞車燈
155 953 141,VW,,方向燈殼-前
155 953 513C  01C,VW,,方向燈開關-有定速
155 959 801,VW,,電窗馬達-左
155 959 802,VW,,電窗馬達-右
155 998 135,VW,,大燈調整螺絲
157 919 235,VW,,安全帶警示燈
161 298 115,FEBI,,排氣管墊圈
161 422 887A,VW,,方向機油管-油壺>泵
161 422 891B,VW,,方向機油管-主機>油壺
161 422 893A,VW,,方向機油管-方機>泵
161 501 537,VW,,後軸鐵套
161 820 703A FB4,VW,,冷氣出風口-中
161 823 301A,VW,,引擎蓋後鈕-左
161 823 302A,VW,,引擎蓋後鈕-右
161 827 527,VW,,後箱鎖仁墊圈
161 857 084   01C,VW,,墊片
161 919 203,VW,,時鐘
161 937 501B,VW,,繼電器座
161 949 101B -,ITALY,,側燈-代座
161 949 111,VW,,燈泡座-側燈
161 949 117,VW,,側燈
161 953 235B,VW,,故障燈開關
161 953 235B /,TOPRAN,,故障燈開關
161 955 425,SWF,,雨刷片-後  116-016/108
161 955 425 -,BOSCH,,雨刷片-後  H400
161 955 427,VW,,雨刷片-後
161 971 970,VW,,插頭座
16451,MONROE,,避震器-前
165 253 139,VW,,固定夾-排氣管
165 253 203A,VW,,消音器-前段
165 253 203A *,ERNST,,消音器-前段
165 253 203A -,ANSA,,消音器-前段
165 253 409 -,ANSA,,消音器-中段
165 253 409A,VW,,消音器-中段
165 253 409A *,ERNST,,消音器-中段
165 253 609AF *,ERNST,,消音器-後段
165 253 609F,VW,,消音器-後段
165 253 609F *,ERNST,,消音器-後段
165 253 609F -,ANSA/TESH,,消音器-後段
165 411 105,KF,,避震器彈簧-前
165 805 591,VW,,水箱架
165 805 591 *,,,水箱架
165 807 103  2BC,VW,,保桿總成-前
165 807 103 *,UNICAR,,保桿總成-前
165 807 103A *,UNICAR,,保桿總成-前
165 807 103A GD6,VW,,保桿總成-前
165 807 105A,VW,,保桿內鐵-前
165 807 105A *,TNY,,保桿內鐵-前
165 807 105B,VW,,保桿內鐵-前
165 807 113A,VW,,保桿支架-前左
165 807 114A,VW,,保桿支架-前右
165 807 133,VW,,保桿支架-左前
165 807 193B,VW,,保桿側固定座
165 807 193B -,UNICAR,,保桿側固定座
165 807 217   2BC,VW,,保桿-前外
165 807 217A GD6,VW,,保桿-前外
165 807 217D *,TW,,保桿-前外
165 807 217D GD6,VW,,保桿-前外
165 807 301  2BC,VW,,保桿總成-後
165 807 301B GD6,VW,,保桿總成-後
165 807 301N *,TNY,,保桿總成-後
165 807 301N ROH,VW,,保桿總成-後
165 807 311,VW,,保桿內鐵-後
165 807 331A,VW,,保桿支架-左後
165 807 331C,VW,,保桿支架-左後
165 807 332A,VW,,保桿支架-右後
165 807 332C,VW,,保桿支架-右後
165 807 417A GD6,VW,,保桿-後外
165 807 417B *TW,TNY,,保桿-後外
165 807 417B GD6,VW,,保桿-後外
165 807 417M *,TNY,,保桿-後外
165 807 417M ROH,VW,,保桿-後外
165 807 441  2BC,VW,,拖車鉤蓋-後
165 813 301D,VW,,後圍板
165 821 022E,VW,,葉子板-右前
165 827 025A,VW,,後箱蓋
165 827 301,VW,,後箱蓋支架-左
165 827 302,VW,,後箱蓋支架-右
165 827 521,VW,,中控連桿-後箱
165 827 571C,VW,,後箱鎖
165 827 571C *,HELLA,,後箱鎖
165 827 571F,VW,,後箱鎖
165 827 571Q,,,A
165 827 576A,VW,,後箱鎖殼
165 827 577,VW,,後箱蓋飾條-左
165 827 578,VW,,後箱蓋飾條-右
165 827 592,VW,,按扣
165 853 299A,VW,,前擋膠條
165 853 301B 9XR,VW,,黑膠皮-中柱
165 853 313B 9XR,VW,,黑膠皮-左前門
165 853 314B 9XR,VW,,黑膠皮-右前門
165 853 339B 01C,VW,,前擋膠條飾片
165 853 441 6AT,VW,,後牌照飾板
165 853 481,VW,,後牌照飾板-左
165 853 481A,VW,,後牌照飾板-左
165 853 482,VW,,後牌照飾板-右
165 853 482A,VW,,後牌照飾板-右
165 853 601,VW,,VW 標誌-前
165 853 601A  01C,VW,,VW標誌-前
165 853 653  LN9,VW,,前柵
165 853 653E -,PM,,前柵
165 853 653E 01C,VW,,前柵
165 853 653E TW,TNY,,前柵
165 853 657  01C,VW,,前柵扣子
165 853 658  01C,VW,,前柵扣子
165 853 661,VW,,前中巴
165 853 661 *TW,TNY,,前中巴
165 853 661 -,PM,,前中巴
165 853 674,VW,,前柵固定扣
165 853 675  ZS3,VW,,前葉標誌-圓/城堡狼
165 853 677B,VW,,通風網-前下
165 853 679H  QX1,VW,,GT 16V 標誌-前柵
165 853 687B  GX2,VW,,JETTA GL標誌-後箱
165 853 687H GX2,VW,,JETTA 標誌
165 853 687J GX2,VW,,JETTA CL 標誌
165 853 687N  GX2,VW,,JETTA GTX 標誌
165 853 687P GX2,VW,,JETTA 標誌
165 853 688A GX2,VW,,前葉標誌
165 853 705,VW,,車頂飾條-左
165 853 706,VW,,車頂飾條-右
165 853 714  01C,VW,,飾蓋-前門飾條
165 853 714C QN5,VW,,飾蓋-前門飾條 GT
165 853 714E QN5,VW,,飾蓋-前門飾條-GLI
165 853 817A,VW,,輪弧-左後
165 853 817A *,,,輪弧-左後
165 853 818A,VW,,輪弧-右後
165 853 818A *,,,輪弧-右後
165 853 875A,VW,,保桿膠條-前
165 857 552  BFG,VW,,遮陽板-右
165 857 719,VW,,安全帶飾蓋
165 863 485A 8BM,VW,,後箱內飾板
165 881 607,VW,,座椅拉柄飾蓋
165 898 081C,VW,,全車鎖
165 906 381,VW,,繼電器-30
165 906 381 -,TOPRAN,,繼電器-30
165 906 381 ~,VW-一汽,,繼電器-30
165 919 437,VW,,嗡鳴器
165 941 009B,VW,,大燈總成-左
165 941 009B *,HELLA,,大燈總成-左
165 941 009B /,DEPO,,大燈總成-左
165 941 010A,VW,,大燈總成-右
165 941 010A *,HELLA,,大燈總成-右
165 941 010A /,DEPO,,大燈總成-右
165 941 017K,VW,,大燈總成-左
165 941 017K !,VALEO,,大燈總成-左
165 941 017K *,HELLA,,大燈總成-左
165 941 017K +,TYC,,大燈總成-左
165 941 017K -,HELLA(CN),,大燈總成-左
165 941 017K /,DEPO,,大燈總成-左
165 941 018K,VW,,大燈總成-右
165 941 018K *,HELLA,,大燈總成-右
165 941 018K +,TYC,,大燈總成-右
165 941 018K -,HELLA(CN),,大燈總成-右
165 941 045E,VW,,大燈座-左
165 941 046B,VW,,大燈座-右
165 941 133B,VW,,大燈固定扣
165 941 133C,VW,,大燈固定扣
165 941 141,VW,,大燈固定扣-左右
165 941 141A,VW,,大燈固定扣-高低
165 941 141G,VW,,大燈固定扣-左右
165 941 141H,VW,,大燈固定扣-高低
165 941 165,VW,,插頭座-大燈
165 941 295,VW,,大燈調整馬達
165 943 021A,VW,,牌照燈
165 945 111,VW,,尾燈-左
165 945 111 /,DEPO,,尾燈-左
165 945 111C,VW,,尾燈-左
165 945 112,VW,,尾燈-右
165 945 112 /,DEPO,,尾燈-右
165 945 112B,HELLA/VW,,尾燈-右
165 945 121,VW,,第三煞車燈座
165 945 122,VW,,第三煞車燈殼
165 945 170,VW,,第三煞車燈固定座
165 945 257,VW,,燈泡座-左尾燈
165 945 258,VW,,燈泡座-右尾燈
165 953 123,VW,,燈泡座-前方向燈
165 953 155A,VW,,方向燈-前
165 953 155A /,DEPO,,方向燈-前
165 959 455AM,VW,,風扇馬達
165 959 455AM -,NRF,,風扇馬達
165 959 455T,TEMIC,,風扇馬達
165 998 135,,,大燈調整螺絲包
167 809 843B,VW,,葉子板-左後
167 809 844B,VW,,葉子板-右後
167 831 051C,VW,,車門總成-左前
167 831 052C,VW,,車門總成-右前
167 853 301  6AT,VW,,黑膠皮-左中柱
167 853 302  6AT,VW,,黑膠皮-右中柱
167 853 313A 6BX,VW,,黑膠皮-左前門
167 853 314A 6BX,VW,,黑膠皮-右前門
167 853 319B 6BX,VW,,黑膠皮-左後門
167 853 319C 9XR,VW,,黑膠皮-左後門
167 853 320B 6BX,VW,,黑膠皮-右後門
167 853 320C 9XR,VW,,黑膠皮-右後門
167 853 705,VW,,車頂飾條-左
167 853 705 *,CHINA,,車頂飾條-左
167 853 706,VW,,車頂飾條-右
167 853 706 *,CHINA,,車頂飾條-右
167 880 705B,VW,,安全帶-左前
170 129,SACHS,,避震器-前
170 268,SACHS,,避震器芯-前
170 381,SACHS,,避震器-前
170 811,SACHS,,避震器-前-GAS
170 814,SACHS,,避震器-後-GAS
170 880,SACHS,,避震器-前-GAS
170 889,SACHS,,避震器-前
171 075 100,VOTEX,,擋泥板-後
171 075 110A,VW,,擋泥板-前
171 121 140D,VW,,水管接頭
171 121 276D,VW,,水箱底座橡皮
171 121 407F,VW,,副水筒
171 121 407F -,FEBI,,副水筒
171 121 611AN,VW,,水管-
171 199 214D,FEBI,,變速箱腳-外側
171 199 214F,FEBI,,引擎腳-右後
171 199 319A,VW,,引擎腳架-前
171 199 329F,VW,,前引擎腳架
171 199 339,LMI,,引擎減震橡皮-前
171 201 969,VW,,固定扣-引擎下護板
171 399 133G,VW,,引擎腳架-前
171 399 151A,VW,,變速箱腳
171 399 151A +,MEYLE,,變速箱腳
171 407 153D,VW,,三角架
171 407 153D -,FEBI,,三角架
171 407 181A,FEBI,,三角架鐵套
171 407 182D,FEBI,,三角架襯套
171 407 255A,VW,,羊角-左前輪
171 407 256A,VW,,羊角-右前輪
171 407 291B,VW,,束子-外半軸
171 407 293B,VW,,束環
171 407 365F,FEBI,,和尚頭-三角架
171 411 314A,FEBI,,平衡桿固定橡皮
171 412 031J,VW,,避震器-前
171 412 329A,FEBI,,避震器上座
171 419 697,VW,,方向盤上蓋壓力彈簧
171 419 832C,VW,,方向機防塵套-右
171 419 838,VW,,束子-方向機防塵套外
171 498 088A,VW,,螺絲包-差速器盆齒
171 498 153 -,FEBI,,三角架鐵套修理包
171 498 203 *,LOBRO,,防塵套修包-外半軸
171 498 625C *,FAG,,輪軸承修理包-前
171 498 625D,VW,,輪軸承修理包-前
171 512 337,VW,,墊片-後避震器
171 601 025AA 091,VW,,鋁圈
171 611 701L,VW,,煞車軟管-前
171 611 701L *,ATE,,煞車軟管-前
171 611 701L -,FEBI,,煞車軟管-前
171 611 775,VW,,煞車軟管-後
171 611 775 -,FEBI,,煞車軟管-後
171 611 933,VW,,真空管單向閥
171 615 221,VW,,前分泵導管
171 615 221A,VW,,前分泵導管
171 698 447A *,ATE,,導管膠套-前煞車
171 698 447B,VW,,導管膠套-前煞車
171 698 471B,VW,,煞車分泵修理包-前
171 698 471B /,TRW,,煞車分泵修理包-前
171 698 471BS /,TRW,,煞車分泵修理包組-前
171 698 545,VW,,煞車修理包-後鼓式
171 698 545 -,FEBI,,煞車修理包-後鼓式
171 711 067B,VW,,排擋桿橡皮
171 711 067B /,TOPRAN,,排擋桿橡皮
171 711 141E  01C,VW,,排擋頭-手排
171 711 166,VW,,排擋桿橡皮
171 711 181,VW,,排桿襯套
171 711 181 *,TOPRAN,,排桿襯套-綠
171 711 253,VW,,排擋桿球頭
171 711 561,VW,,卡簧
171 711 574B,FEBI,,排擋連桿
171 713 121,VW,,自排桿芯
171 721 308,VW,,離合器橡皮
171 721 308 /,TOPRAN,,離合器橡皮
171 721 335E,ATE,,離合器線
171 721 335E -,GEMO,,離合器線
171 721 555AB,VW,,油門線-手排
171 721 555T,GEMO,,油門線-手排
171 721 555T *,COFLE,,油門線-手排
171 721 563,VW,,固定扣-油門線
171 721 647,VW,,踏板橡皮-油門
171 723 555C,VW,,油門線-自排
171 807 841A,VW,,牌照板-前
171 819 809E,VW,,暖水閥
171 819 809E /,TOPRAN,,暖水閥
171 820 041A *,NRF,,暖排
171 820 413C,VW,,冷排
171 820 609,VW,,塞子-真空管
171 820 677,VW,,真空閥-冷暖氣
171 823 395,VW,,橡皮-引擎蓋撐桿
171 827 200,VW,,塞子-引擎蓋
171 837 211A,VW,,外把手墊片-大
171 837 433A,VW,,泥槽
171 837 433A +,JP,,泥槽
171 837 455,VW,,三角窗固定軸
171 837 485,VW,,按扣-水切
171 837 529B,VW,,三角玻璃橡皮-左前
171 837 530B,VW,,三角玻璃橡皮-右前
171 837 913F,VW,,密封橡皮-車門前緣
171 853 339A,VW,,車窗飾條-連接套
171 853 349,VW,,車窗飾條-連接套-前
171 853 507E JA2,VW,,前葉飾條-左
171 853 508B JA2,VW,,前葉飾條-右
171 853 515D JA2,VW,,車門飾條-左
171 853 535D JA2,VW,,後葉飾條-左
171 853 536A JA2,VW,,後葉飾條-右
171 853 695A,VW,,飾條扣
171 853 939,VW,,VW標誌座-後
171 857 026A,VW,,螺帽
171 857 145,VW,,緩衝墊
171 857 502F  01C,VW,,後視鏡總成-右
171 863 849,VW,,吸音棉壓條
171 867 255,VW,,開關飾框
171 867 256,VW,,開關飾框
171 877 311B,VW,,天窗導板
171 877 481,VW,,天窗導片
171 877 651B,VW,,天窗導風板側扣
171 881 213B  /,TOPRAN,,座椅滑扣-外
171 881 213B  2VK,VW,,座椅滑扣-外
171 898 015,VW,,天窗導線組
171 906 091A,VW,,汽油泵
171 906 091A *,BOSCH,,汽油泵
171 906 383,KS,,繼電器-1
171 906 383 *,TOPRAN,,繼電器-1
171 919 061D,VW,,晶體燈泡
171 919 305C,VW,,點煙器
171 919 803,VW,,穩壓器
171 927 145A,VW,,擋位開關接觸頭
171 945 111K,VW,,尾燈-左
171 945 112K,VW,,尾燈-右
171 947 311,VW,,室內燈-手套箱
171 951 221,VW,,喇叭-低音-L
171 951 221 *,FIAMM,,喇叭-低音-L
171 951 223,VW,,喇叭-高音-H
171 951 223 *,FIAMM,,喇叭-高音-H
171 953 053,VW,,燈泡座-前方向燈
171 953 053A,VW,,燈泡座-前方向燈
171 953 055D,VW,,方向燈-前
171 953 141,ZKW,,方向燈殼-前
171 953 235A,ERA-TRW,,故障燈開關
171 955 275,VW,,雨刷軸芯蓋
171 957 821A,VW,,路碼錶齒輪
171 957 821B,VW,,路碼錶齒輪
171 957 821B /,TOPRAN,,路碼錶齒輪
171 957 821C,VW,,路碼錶齒輪
171 957 857,VW,,塞子
171 957 861B,VW,,里程線固定座
171 959 141A,VW,,繼電器-13
171 959 141A /,JP,,繼電器-13
171 959 141A ~,一汽,,繼電器-13
171 959 143A,VW,,繼電器-91
171 959 143A -,KS,,繼電器-91
171 959 511,ERA-TRW,,風量開關
171 971 934,VW,,插頭
171 971 997,VW,,插頭
171194,FEBI,,六孔橡皮-遞軸-後
175 399 151B,VW,,變速箱腳
175 407 615,VW,,哈扶-前
175 820 627A,VW,,真空閥-冷氣
175 867 949,VW,,車牌固定扣
176 807 108B,VW,,保桿內鐵-前
176 807 113B,VW,,保桿支架-前左
176 807 114B,VW,,保桿支架-前右
176 807 308B,VW,,保桿內鐵-後
176 807 997,VW,,車牌架-前
176 819 129,VW,,冷氣開關鍵
176 820 045,VW,,冷氣開關
176 820 191,VW,,乾燥筒
176 820 191 *,O,,乾燥筒
176 853 677D,VW,,通風網-前下
176 857 215,VW,,扣子
176 945 071,VW,,側燈-左前
176 945 072,VW,,側燈-右前
176 951 213A,VW,,喇叭
176 953 041,VW,,方向燈-前保
176 959 511,VW,,風量開關
176 959 512,VW,,開關鍵
177075,FEBI,,平衡桿橡皮-前
177922,FEBI,,差速器濾網-後
17A 827 505A,VW,,六角鎖-後箱
17A 837 015A,VW,,六角鎖-左前門
17A 837 016A,VW,,六角鎖-右前門
17A 853 687   2ZZ,VW,,JETTA 標誌-後箱
17S 837 187  9B9,VW,,車門按扣
181 905 723,VW,,高壓線
181738,TAIWAN,,排氣管-代觸煤
183 199 381A,VW,,變速箱腳
183 521 141A,VW,,墊片-差速器地軸
184978,FEBI,,平衡桿橡皮-前
19-019307,BILSTEIN,,避震器-後-GAS BNE-1930
19-019673,BILSTEIN,,避震器-後-GAS BNE-1967
19-019680,BILSTEIN,,避震器-後-GAS BNE-1968
19-019741,BILSTEIN,,避震器-後-GAS BNE-1974
19-019949,BILSTEIN,,避震器-後-GAS BNE-1994
19-020075,BILSTEIN,,避震器-後-GAS BNE-2007
19-020150,BILSTEIN,,避震器-後-GAS BNE-2015
19-028484,BILSTEIN,,避震器-後-GAS BNE-2848
19-028514,BILSTEIN,,避震器-前-GAS BNE-2851
19-028521,BILSTEIN,,避震器-後-GAS BNE-2852
19-029160,BILSTEIN,,避震器-後-GAS BNE-2916
19-029177,BILSTEIN,,避震器-後-GAS
19-029207,BILSTEIN,,避震器-後-GAS BNE-2920
19-029214,BILSTEIN,,避震器-後-GAS BNE-2921
19-029429,BILSTEIN,,避震器-後-GAS BNE-2942
19-029443,BILSTEIN,,避震器-後-GAS BNE-2944
19-045771,BILSTEIN,,避震器-前-GAS BNE-4577
19-061078,BILSTEIN,,避震器-後-GAS BNE-6107
19-067803,BILSTEIN,,避震器-後-GAS BNE-6780
19-103471,BILSTEIN,,避震器-後-GAS BNE-A347
19-109497,BILSTEIN,,避震器-前-GAS BNE-A949
19-109510,BILSTEIN,,避震器-前-GAS BNE-A951
19-109572,BILSTEIN,,避震器-後-GAS BNE-A957
19-109589,BILSTEIN,,避震器-後-GAS BNE-A958
19-111803,BILSTEIN,,避震器-後-GAS BNE-B180
19-119939,BILSTEIN,,避震器-前-GAS BNE-B993
19-119939  ZZ,BILSTEIN,,避震器-前-GAS BNE-B993-瑕疵
19-127439,BILSTEIN,,避震器-後-GAS BNE-C743
19-139333,BILSTEIN,,避震器-後-GAS BNE-D933
19-139951,BILSTEIN,,避震器-前-GAS BNE-D955
19-139968,BILSTEIN,,避震器-後-GAS BNE-D996
19-142449,BILSTEIN,,避震器-後-GAS BNE-E244
19-145563,BILSTEIN,,避震器-後-GAS BNE-E556
19-145570,BILSTEIN,,避震器-後-GAS BNE-E557
19-151069,BILSTEIN,,避震器-後-GAS BNE-F106
19-158945,BILSTEIN,,避震器-前-GAS BNE-F894
19-158945 ZZ,BILSTEIN,,避震器-前-GAS 瑕疵
19-158952,BILSTEIN,,避震器-後-GAS BNE-895
19-164472,BILSTEIN,,避震器-前-GAS BNE-447
19-164489,BILSTEIN,,避震器-後-GAS BNE-G448
19-169163,BILSTEIN,,避震器-後-GAS BNE-G916
19-170084,BILSTEIN,,避震器-後-GAS BNE-H008
19-170732,BILSTEIN,,避震器-後-GAS BNE-H073
19-171579,BILSTEIN,,避震器-後-GAS BNE-H157
